,departure,arrival,user,tt
0,510.0,545.3195297008414,0,35.31952970084137
1,407.0,440.3854157089836,1,33.3854157089836
2,406.0,439.109409735838,2,33.10940973583803
3,430.0,467.3851189866734,3,37.385118986673376
4,534.0,565.7160342232966,4,31.71603422329656
5,429.0,466.24740840404587,5,37.24740840404587
6,423.0,459.45217369131063,6,36.452173691310634
7,418.0,453.71062659951076,7,35.71062659951076
8,545.0,574.4115330758028,8,29.411533075802822
9,467.0,506.7019562761701,9,39.70195627617011
10,548.0,576.7607858092891,10,28.760785809289132
11,554.0,581.3913136637728,11,27.39131366377285
12,509.0,544.4566197705063,12,35.456619770506336
13,469.0,508.6432076917561,13,39.64320769175612
14,410.0,444.16329429358245,14,34.16329429358245
15,407.0,440.3854157089836,15,33.3854157089836
16,396.0,425.85397447378415,16,29.85397447378415
17,430.0,467.3851189866734,17,37.385118986673376
18,401.0,432.5559961990921,18,31.55599619909208
19,423.0,459.45217369131063,19,36.452173691310634
20,430.0,467.3851189866734,20,37.385118986673376
21,409.0,442.90977340829977,21,33.90977340829977
22,506.0,541.8627979030741,22,35.862797903074124
23,411.0,445.3978035920519,23,34.3978035920519
24,409.0,442.90977340829977,24,33.90977340829977
25,390.0,417.677110248559,25,27.677110248559018
26,469.0,508.6432076917561,26,39.64320769175612
27,433.0,470.7427429348747,27,37.742742934874684
28,447.0,486.0099142298615,28,39.00991422986152
29,541.0,571.2768580340589,29,30.276858034058932
30,552.0,579.8588966577674,30,27.858896657767446
31,397.0,427.2067825960096,31,30.20678259600959
32,523.0,556.4911475597653,32,33.491147559765295
33,475.0,514.3916530664536,33,39.391653066453614
34,421.0,457.165212934098,34,36.16521293409801
35,496.0,533.1738696669228,35,37.17386966692277
36,480.0,519.0180324886637,36,39.01803248866372
37,482.0,520.8409902954942,37,38.84099029549418
38,412.0,446.62313709132656,38,34.623137091326555
39,443.0,481.70476965339896,39,38.704769653398955
40,458.0,497.6562712797229,40,39.65627127972289
41,452.0,491.35905650588165,41,39.359056505881654
42,465.0,504.7469788747722,42,39.746978874772196
43,506.0,541.8627979030741,43,35.862797903074124
44,409.0,442.90977340829977,44,33.90977340829977
45,442.0,480.62070541510576,45,38.62070541510576
46,518.0,552.1791064230986,46,34.179106423098574
47,554.0,581.3913136637728,47,27.39131366377285
48,415.0,450.21871015428064,48,35.21871015428064
49,481.0,519.9276139877105,49,38.927613987710515
50,482.0,520.8409902954942,50,38.84099029549418
51,509.0,544.4566197705063,51,35.456619770506336
52,505.0,540.9897183459418,52,35.98971834594181
53,491.0,528.8498731346574,53,37.8498731346574
54,510.0,545.3195297008414,54,35.31952970084137
55,459.0,498.68336697522176,55,39.68336697522176
56,460.0,499.70491731199655,56,39.70491731199655
57,475.0,514.3916530664536,57,39.391653066453614
58,466.0,505.729293219996,58,39.72929321999601
59,413.0,447.83387729227,59,34.83387729227002
60,542.0,572.0582490380981,60,30.058249038098097
61,448.0,487.08340187319044,61,39.08340187319044
62,404.0,436.5210404719411,62,32.52104047194109
63,527.0,559.8970651210997,63,32.89706512109967
64,397.0,427.2067825960096,64,30.20678259600959
65,504.0,540.1194442423098,65,36.11944424230978
66,443.0,481.70476965339896,66,38.704769653398955
67,486.0,524.450875801383,67,38.45087580138295
68,418.0,453.71062659951076,68,35.71062659951076
69,538.0,568.9184770519041,69,30.91847705190412
70,522.0,555.6362321577526,70,33.6362321577526
71,436.0,474.03899050091496,71,38.03899050091496
72,440.0,478.42990890243175,72,38.42990890243175
73,469.0,508.6432076917561,73,39.64320769175612
74,412.0,446.62313709132656,74,34.623137091326555
75,515.0,549.5876452925424,75,34.58764529254245
76,487.0,525.3377128590492,76,38.33771285904925
77,472.0,511.52383946840666,77,39.52383946840666
78,472.0,511.52383946840666,78,39.52383946840666
79,449.0,488.151360342577,79,39.15136034257699
80,553.0,580.6265965927861,80,27.626596592786086
81,415.0,450.21871015428064,81,35.21871015428064
82,459.0,498.68336697522176,82,39.68336697522176
83,507.0,542.7309597412648,83,35.73095974126477
84,500.0,536.6444464882198,84,36.64444648821984
85,433.0,470.7427429348747,85,37.742742934874684
86,446.0,484.9394094002886,86,38.93940940028858
87,435.0,472.9414982741544,87,37.94149827415441
88,401.0,432.5559961990921,88,31.55599619909208
89,494.0,531.4541607585825,89,37.454160758582475
90,402.0,433.8839722281656,90,31.88397222816559
91,404.0,436.5210404719411,91,32.52104047194109
92,513.0,547.8897893097859,92,34.8897893097859
93,483.0,521.7492786946276,93,38.749278694627606
94,421.0,457.165212934098,94,36.16521293409801
95,510.0,545.3195297008414,95,35.31952970084137
96,465.0,504.7469788747722,96,39.746978874772196
97,395.0,424.4961783089542,97,29.4961783089542
98,399.0,429.8803848079435,98,30.88038480794353
99,403.0,435.2051444148144,99,32.20514441481441
100,457.0,496.6203602827664,100,39.6203602827664
101,506.0,541.8627979030741,101,35.862797903074124
102,399.0,429.8803848079435,102,30.88038480794353
103,491.0,528.8498731346574,103,37.8498731346574
104,541.0,571.2768580340589,104,30.276858034058932
105,465.0,504.7469788747722,105,39.746978874772196
106,424.0,460.5879579050459,106,36.587957905045926
107,444.0,482.7846767625308,107,38.78467676253081
108,449.0,488.151360342577,108,39.15136034257699
109,401.0,432.5559961990921,109,31.55599619909208
110,397.0,427.2067825960096,110,30.20678259600959
111,513.0,547.8897893097859,111,34.8897893097859
112,479.0,518.1041044134038,112,39.104104413403775
113,546.0,575.1935785980835,113,29.19357859808349
114,550.0,578.3231041192935,114,28.323104119293475
115,513.0,547.8897893097859,115,34.8897893097859
116,534.0,565.7160342232966,116,31.71603422329656
117,391.0,419.03434403742165,117,28.034344037421647
118,482.0,520.8409902954942,118,38.84099029549418
119,480.0,519.0180324886637,119,39.01803248866372
120,495.0,532.314416598084,120,37.314416598083994
121,547.0,575.9752889774848,121,28.97528897748475
122,421.0,457.165212934098,122,36.16521293409801
123,472.0,511.52383946840666,123,39.52383946840666
124,527.0,559.8970651210997,124,32.89706512109967
125,464.0,503.75832256685106,125,39.758322566851064
126,511.0,546.1831871221701,126,35.183187122170125
127,426.0,462.8415992760714,127,36.841599276071406
128,486.0,524.450875801383,128,38.45087580138295
129,416.0,451.3889505617961,129,35.38895056179609
130,520.0,553.9089566293662,130,33.90895662936623
131,408.0,441.6506502767452,131,33.65065027674518
132,470.0,509.60499517068206,132,39.60499517068206
133,396.0,425.85397447378415,133,29.85397447378415
134,416.0,451.3889505617961,134,35.38895056179609
135,440.0,478.42990890243175,135,38.42990890243175
136,400.0,431.220318506856,136,31.220318506856017
137,552.0,579.8588966577674,137,27.858896657767446
138,503.0,539.2529919478295,138,36.252991947829514
139,435.0,472.9414982741544,139,37.94149827415441
140,469.0,508.6432076917561,140,39.64320769175612
141,398.0,428.5450732876395,141,30.545073287639525
142,455.0,494.5336974750783,142,39.53369747507833
143,467.0,506.7019562761701,143,39.70195627617011
144,426.0,462.8415992760714,144,36.841599276071406
145,532.0,564.0740462311802,145,32.074046231180205
146,479.0,518.1041044134038,146,39.104104413403775
147,473.0,512.4854355666284,147,39.48543556662844
148,451.0,490.2914202786674,148,39.291420278667374
149,507.0,542.7309597412648,149,35.73095974126477
150,504.0,540.1194442423098,150,36.11944424230978
151,463.0,502.7540477259927,151,39.75404772599268
152,512.0,547.0388117740704,152,35.03881177407038
153,421.0,457.165212934098,153,36.16521293409801
154,477.0,516.2688988176595,154,39.26889881765953
155,431.0,468.51056130664864,155,37.51056130664864
156,412.0,446.62313709132656,156,34.623137091326555
157,471.0,510.56353364534294,157,39.56353364534294
158,468.0,507.6743926248805,158,39.67439262488051
159,458.0,497.6562712797229,159,39.65627127972289
160,480.0,519.0180324886637,160,39.01803248866372
161,537.0,568.1266683150236,161,31.126668315023608
162,486.0,524.450875801383,162,38.45087580138295
163,494.0,531.4541607585825,163,37.454160758582475
164,529.0,561.5812987927682,164,32.581298792768166
165,472.0,511.52383946840666,165,39.52383946840666
166,393.0,421.768176822068,166,28.76817682206803
167,434.0,471.8437454532315,167,37.84374545323152
168,479.0,518.1041044134038,168,39.104104413403775
169,471.0,510.56353364534294,169,39.56353364534294
170,515.0,549.5876452925424,170,34.58764529254245
171,471.0,510.56353364534294,171,39.56353364534294
172,548.0,576.7607858092891,172,28.760785809289132
173,415.0,450.21871015428064,173,35.21871015428064
174,433.0,470.7427429348747,174,37.742742934874684
175,396.0,425.85397447378415,175,29.85397447378415
176,444.0,482.7846767625308,176,38.78467676253081
177,408.0,441.6506502767452,177,33.65065027674518
178,539.0,569.7056368853072,178,30.70563688530717
179,416.0,451.3889505617961,179,35.38895056179609
180,464.0,503.75832256685106,180,39.758322566851064
181,552.0,579.8588966577674,181,27.858896657767446
182,416.0,451.3889505617961,182,35.38895056179609
183,416.0,451.3889505617961,183,35.38895056179609
184,488.0,526.2214114339004,184,38.22141143390036
185,414.0,449.03269054057904,185,35.03269054057904
186,537.0,568.1266683150236,186,31.126668315023608
187,477.0,516.2688988176595,187,39.26889881765953
188,440.0,478.42990890243175,188,38.42990890243175
189,493.0,530.5907773554053,189,37.590777355405294
190,443.0,481.70476965339896,190,38.704769653398955
191,441.0,479.52531962679603,191,38.52531962679603
192,406.0,439.109409735838,192,33.10940973583803
193,477.0,516.2688988176595,193,39.26889881765953
194,547.0,575.9752889774848,194,28.97528897748475
195,462.0,501.74690483688073,195,39.74690483688073
196,509.0,544.4566197705063,196,35.456619770506336
197,417.0,452.55147108186196,197,35.55147108186196
198,429.0,466.24740840404587,198,37.24740840404587
199,424.0,460.5879579050459,199,36.587957905045926
200,414.0,449.03269054057904,200,35.03269054057904
201,468.0,507.6743926248805,201,39.67439262488051
202,435.0,472.9414982741544,202,37.94149827415441
203,412.0,446.62313709132656,203,34.623137091326555
204,528.0,560.7430499659566,204,32.74304996595663
205,476.0,515.336461696085,205,39.33646169608505
206,438.0,476.2331576811723,206,38.233157681172315
207,470.0,509.60499517068206,207,39.60499517068206
208,482.0,520.8409902954942,208,38.84099029549418
209,442.0,480.62070541510576,209,38.62070541510576
210,527.0,559.8970651210997,210,32.89706512109967
211,523.0,556.4911475597653,211,33.491147559765295
212,430.0,467.3851189866734,212,37.385118986673376
213,397.0,427.2067825960096,213,30.20678259600959
214,503.0,539.2529919478295,214,36.252991947829514
215,457.0,496.6203602827664,215,39.6203602827664
216,453.0,492.4208625036365,216,39.4208625036365
217,467.0,506.7019562761701,217,39.70195627617011
218,409.0,442.90977340829977,218,33.90977340829977
219,481.0,519.9276139877105,219,38.927613987710515
220,429.0,466.24740840404587,220,37.24740840404587
221,449.0,488.151360342577,221,39.15136034257699
222,492.0,529.7210850214823,222,37.72108502148228
223,518.0,552.1791064230986,223,34.179106423098574
224,497.0,534.0374741332361,224,37.03747413323606
225,523.0,556.4911475597653,225,33.491147559765295
226,428.0,465.10925768808823,226,37.109257688088235
227,392.0,420.3996379651356,227,28.399637965135582
228,449.0,488.151360342577,228,39.15136034257699
229,405.0,437.8195215041776,229,32.8195215041776
230,399.0,429.8803848079435,230,30.88038480794353
231,486.0,524.450875801383,231,38.45087580138295
232,520.0,553.9089566293662,232,33.90895662936623
233,416.0,451.3889505617961,233,35.38895056179609
234,393.0,421.768176822068,234,28.76817682206803
235,445.0,483.861087447954,235,38.86108744795399
236,411.0,445.3978035920519,236,34.3978035920519
237,462.0,501.74690483688073,237,39.74690483688073
238,431.0,468.51056130664864,238,37.51056130664864
239,447.0,486.0099142298615,239,39.00991422986152
240,476.0,515.336461696085,240,39.33646169608505
241,427.0,463.9695424379919,241,36.96954243799189
242,466.0,505.729293219996,242,39.72929321999601
243,406.0,439.109409735838,243,33.10940973583803
244,455.0,494.5336974750783,244,39.53369747507833
245,408.0,441.6506502767452,245,33.65065027674518
246,444.0,482.7846767625308,246,38.78467676253081
247,467.0,506.7019562761701,247,39.70195627617011
248,448.0,487.08340187319044,248,39.08340187319044
249,424.0,460.5879579050459,249,36.587957905045926
250,437.0,475.1368619687998,250,38.13686196879979
251,512.0,547.0388117740704,251,35.03881177407038
252,548.0,576.7607858092891,252,28.760785809289132
253,402.0,433.8839722281656,253,31.88397222816559
254,398.0,428.5450732876395,254,30.545073287639525
255,516.0,550.4434541600097,255,34.44345416000965
256,408.0,441.6506502767452,256,33.65065027674518
257,424.0,460.5879579050459,257,36.587957905045926
258,538.0,568.9184770519041,258,30.91847705190412
259,525.0,558.1954596951012,259,33.19545969510125
260,522.0,555.6362321577526,260,33.6362321577526
261,476.0,515.336461696085,261,39.33646169608505
262,522.0,555.6362321577526,262,33.6362321577526
263,450.0,489.21951850529405,263,39.21951850529405
264,464.0,503.75832256685106,264,39.758322566851064
265,437.0,475.1368619687998,265,38.13686196879979
266,533.0,564.9008569496846,266,31.900856949684567
267,455.0,494.5336974750783,267,39.53369747507833
268,415.0,450.21871015428064,268,35.21871015428064
269,453.0,492.4208625036365,269,39.4208625036365
270,549.0,577.5449365275978,270,28.54493652759777
271,449.0,488.151360342577,271,39.15136034257699
272,490.0,527.9754239343551,272,37.97542393435515
273,394.0,423.1299850549636,273,29.129985054963583
274,527.0,559.8970651210997,274,32.89706512109967
275,484.0,522.6551090602724,275,38.655109060272366
276,398.0,428.5450732876395,276,30.545073287639525
277,490.0,527.9754239343551,277,37.97542393435515
278,513.0,547.8897893097859,278,34.8897893097859
279,506.0,541.8627979030741,279,35.862797903074124
280,496.0,533.1738696669228,280,37.17386966692277
281,461.0,500.7288818697863,281,39.72888186978628
282,461.0,500.7288818697863,282,39.72888186978628
283,523.0,556.4911475597653,283,33.491147559765295
284,404.0,436.5210404719411,284,32.52104047194109
285,393.0,421.768176822068,285,28.76817682206803
286,554.0,581.3913136637728,286,27.39131366377285
287,456.0,495.5799467514168,287,39.5799467514168
288,464.0,503.75832256685106,288,39.758322566851064
289,484.0,522.6551090602724,289,38.655109060272366
290,401.0,432.5559961990921,290,31.55599619909208
291,449.0,488.151360342577,291,39.15136034257699
292,525.0,558.1954596951012,292,33.19545969510125
293,455.0,494.5336974750783,293,39.53369747507833
294,518.0,552.1791064230986,294,34.179106423098574
295,526.0,559.0475100871462,295,33.04751008714618
296,397.0,427.2067825960096,296,30.20678259600959
297,443.0,481.70476965339896,297,38.704769653398955
298,398.0,428.5450732876395,298,30.545073287639525
299,397.0,427.2067825960096,299,30.20678259600959
300,473.0,512.4854355666284,300,39.48543556662844
301,440.0,478.42990890243175,301,38.42990890243175
302,488.0,526.2214114339004,302,38.22141143390036
303,518.0,552.1791064230986,303,34.179106423098574
304,520.0,553.9089566293662,304,33.90895662936623
305,537.0,568.1266683150236,305,31.126668315023608
306,442.0,480.62070541510576,306,38.62070541510576
307,486.0,524.450875801383,307,38.45087580138295
308,450.0,489.21951850529405,308,39.21951850529405
309,503.0,539.2529919478295,309,36.252991947829514
310,512.0,547.0388117740704,310,35.03881177407038
311,393.0,421.768176822068,311,28.76817682206803
312,540.0,570.493297100373,312,30.493297100372956
313,407.0,440.3854157089836,313,33.3854157089836
314,478.0,517.1916158746334,314,39.191615874633385
315,400.0,431.220318506856,315,31.220318506856017
316,540.0,570.493297100373,316,30.493297100372956
317,483.0,521.7492786946276,317,38.749278694627606
318,438.0,476.2331576811723,318,38.233157681172315
319,502.0,538.3814892227188,319,36.381489222718756
320,504.0,540.1194442423098,320,36.11944424230978
321,513.0,547.8897893097859,321,34.8897893097859
322,447.0,486.0099142298615,322,39.00991422986152
323,546.0,575.1935785980835,323,29.19357859808349
324,390.0,417.677110248559,324,27.677110248559018
325,471.0,510.56353364534294,325,39.56353364534294
326,478.0,517.1916158746334,326,39.191615874633385
327,448.0,487.08340187319044,327,39.08340187319044
328,546.0,575.1935785980835,328,29.19357859808349
329,412.0,446.62313709132656,329,34.623137091326555
330,539.0,569.7056368853072,330,30.70563688530717
331,531.0,563.2439308367168,331,32.2439308367168
332,464.0,503.75832256685106,332,39.758322566851064
333,420.0,456.0168469268281,333,36.01684692682812
334,532.0,564.0740462311802,334,32.074046231180205
335,490.0,527.9754239343551,335,37.97542393435515
336,395.0,424.4961783089542,336,29.4961783089542
337,434.0,471.8437454532315,337,37.84374545323152
338,500.0,536.6444464882198,338,36.64444648821984
339,492.0,529.7210850214823,339,37.72108502148228
340,481.0,519.9276139877105,340,38.927613987710515
341,523.0,556.4911475597653,341,33.491147559765295
342,428.0,465.10925768808823,342,37.109257688088235
343,439.0,477.3284157337548,343,38.32841573375481
344,420.0,456.0168469268281,344,36.01684692682812
345,449.0,488.151360342577,345,39.15136034257699
346,508.0,543.5921341033693,346,35.59213410336929
347,466.0,505.729293219996,347,39.72929321999601
348,434.0,471.8437454532315,348,37.84374545323152
349,469.0,508.6432076917561,349,39.64320769175612
350,469.0,508.6432076917561,350,39.64320769175612
351,495.0,532.314416598084,351,37.314416598083994
352,502.0,538.3814892227188,352,36.381489222718756
353,513.0,547.8897893097859,353,34.8897893097859
354,527.0,559.8970651210997,354,32.89706512109967
355,453.0,492.4208625036365,355,39.4208625036365
356,424.0,460.5879579050459,356,36.587957905045926
357,471.0,510.56353364534294,357,39.56353364534294
358,433.0,470.7427429348747,358,37.742742934874684
359,494.0,531.4541607585825,359,37.454160758582475
360,410.0,444.16329429358245,360,34.16329429358245
361,454.0,493.481355879469,361,39.48135587946899
362,489.0,527.1002329414554,362,38.100232941455374
363,451.0,490.2914202786674,363,39.291420278667374
364,535.0,566.5231621109608,364,31.52316211096081
365,476.0,515.336461696085,365,39.33646169608505
366,480.0,519.0180324886637,366,39.01803248866372
367,421.0,457.165212934098,367,36.16521293409801
368,445.0,483.861087447954,368,38.86108744795399
369,450.0,489.21951850529405,369,39.21951850529405
370,452.0,491.35905650588165,370,39.359056505881654
371,509.0,544.4566197705063,371,35.456619770506336
372,473.0,512.4854355666284,372,39.48543556662844
373,527.0,559.8970651210997,373,32.89706512109967
374,528.0,560.7430499659566,374,32.74304996595663
375,494.0,531.4541607585825,375,37.454160758582475
376,504.0,540.1194442423098,376,36.11944424230978
377,422.0,458.3069003064934,377,36.30690030649339
378,479.0,518.1041044134038,378,39.104104413403775
379,535.0,566.5231621109608,379,31.52316211096081
380,435.0,472.9414982741544,380,37.94149827415441
381,500.0,536.6444464882198,381,36.64444648821984
382,475.0,514.3916530664536,382,39.391653066453614
383,491.0,528.8498731346574,383,37.8498731346574
384,478.0,517.1916158746334,384,39.191615874633385
385,537.0,568.1266683150236,385,31.126668315023608
386,513.0,547.8897893097859,386,34.8897893097859
387,459.0,498.68336697522176,387,39.68336697522176
388,516.0,550.4434541600097,388,34.44345416000965
389,431.0,468.51056130664864,389,37.51056130664864
390,477.0,516.2688988176595,390,39.26889881765953
391,445.0,483.861087447954,391,38.86108744795399
392,518.0,552.1791064230986,392,34.179106423098574
393,443.0,481.70476965339896,393,38.704769653398955
394,470.0,509.60499517068206,394,39.60499517068206
395,533.0,564.9008569496846,395,31.900856949684567
396,423.0,459.45217369131063,396,36.452173691310634
397,426.0,462.8415992760714,397,36.841599276071406
398,393.0,421.768176822068,398,28.76817682206803
399,550.0,578.3231041192935,399,28.323104119293475
400,456.0,495.5799467514168,400,39.5799467514168
401,463.0,502.7540477259927,401,39.75404772599268
402,522.0,555.6362321577526,402,33.6362321577526
403,503.0,539.2529919478295,403,36.252991947829514
404,438.0,476.2331576811723,404,38.233157681172315
405,492.0,529.7210850214823,405,37.72108502148228
406,417.0,452.55147108186196,406,35.55147108186196
407,464.0,503.75832256685106,407,39.758322566851064
408,552.0,579.8588966577674,408,27.858896657767446
409,400.0,431.220318506856,409,31.220318506856017
410,391.0,419.03434403742165,410,28.034344037421647
411,450.0,489.21951850529405,411,39.21951850529405
412,544.0,573.6286209371641,412,29.6286209371641
413,416.0,451.3889505617961,413,35.38895056179609
414,457.0,496.6203602827664,414,39.6203602827664
415,419.0,454.8649937602139,415,35.864993760213906
416,450.0,489.21951850529405,416,39.21951850529405
417,424.0,460.5879579050459,417,36.587957905045926
418,418.0,453.71062659951076,418,35.71062659951076
419,454.0,493.481355879469,419,39.48135587946899
420,439.0,477.3284157337548,420,38.32841573375481
421,471.0,510.56353364534294,421,39.56353364534294
422,423.0,459.45217369131063,422,36.452173691310634
423,515.0,549.5876452925424,423,34.58764529254245
424,475.0,514.3916530664536,424,39.391653066453614
425,484.0,522.6551090602724,425,38.655109060272366
426,534.0,565.7160342232966,426,31.71603422329656
427,414.0,449.03269054057904,427,35.03269054057904
428,483.0,521.7492786946276,428,38.749278694627606
429,478.0,517.1916158746334,429,39.191615874633385
430,398.0,428.5450732876395,430,30.545073287639525
431,506.0,541.8627979030741,431,35.862797903074124
432,391.0,419.03434403742165,432,28.034344037421647
433,408.0,441.6506502767452,433,33.65065027674518
434,417.0,452.55147108186196,434,35.55147108186196
435,504.0,540.1194442423098,435,36.11944424230978
436,459.0,498.68336697522176,436,39.68336697522176
437,411.0,445.3978035920519,437,34.3978035920519
438,484.0,522.6551090602724,438,38.655109060272366
439,453.0,492.4208625036365,439,39.4208625036365
440,464.0,503.75832256685106,440,39.758322566851064
441,471.0,510.56353364534294,441,39.56353364534294
442,488.0,526.2214114339004,442,38.22141143390036
443,459.0,498.68336697522176,443,39.68336697522176
444,519.0,553.041549373724,444,34.041549373724024
445,449.0,488.151360342577,445,39.15136034257699
446,435.0,472.9414982741544,446,37.94149827415441
447,554.0,581.3913136637728,447,27.39131366377285
448,468.0,507.6743926248805,448,39.67439262488051
449,465.0,504.7469788747722,449,39.746978874772196
450,528.0,560.7430499659566,450,32.74304996595663
451,458.0,497.6562712797229,451,39.65627127972289
452,417.0,452.55147108186196,452,35.55147108186196
453,435.0,472.9414982741544,453,37.94149827415441
454,495.0,532.314416598084,454,37.314416598083994
455,436.0,474.03899050091496,455,38.03899050091496
456,472.0,511.52383946840666,456,39.52383946840666
457,456.0,495.5799467514168,457,39.5799467514168
458,468.0,507.6743926248805,458,39.67439262488051
