,betavot,dailyincome,a,mce,utilbenefit,util,tt,cv,arrival,departure,ifptshare,ifbindingI,SDE,SDL,TT,CPcost,NTtt,NTsde,NTsdl,PAT,usersell,userbuy,usernet,userToll,userAllowance,uninet,TTv,SDEv,SDLv,Wv,nonlinearInc,linearInc
0,0.7977494175018526,1113.9591612026677,0.0,6.593747304573356,6.611473080391534,1091.230333475691,34.0,0.0,520.0,486,False,False,14.0,0.0,34.0,0.20527999999999985,41.0,7.0,0.0,510,0.0,0.20527999999999985,-0.20527999999999985,0.9799999999999992,0.0,-0.20527999999999985,27.12348019506299,8.290697271905662,0.0,0.0,21.03442021539027,1107.2877316374502
1,0.165117661540444,202.96943261823935,0.0,0.6457177925221795,0.6551687304148288,211.77035599745813,24.0,0.0,416.0,392,False,False,15.0,0.0,24.0,0.0,24.0,15.0,0.0,407,0.3227199999999995,0.0,0.3227199999999995,0.45199999999999957,0.0,0.0,3.962823876970656,1.127784722460296,0.0,0.0,15.885246462457726,197.35400305302196
2,0.06685928409706528,61.47736909977401,0.0,0.6323761636920247,0.662262854302881,66.36483475876372,25.0,0.0,418.0,393,False,False,12.0,0.0,25.0,0.0,25.0,12.0,0.0,406,0.3147199999999999,0.0,0.3147199999999999,0.4599999999999995,0.0,0.0,1.671482102426632,0.3309082343768849,0.0,0.0,12.173349784880102,55.84593953455662
3,0.097843425695534,106.09453300156896,0.0,0.49421396985611205,0.507930129854202,118.68438589762192,29.0,0.0,438.0,409,False,False,16.0,0.0,29.0,0.0,30.0,15.0,0.0,430,0.17072000000000528,0.0,0.17072000000000528,0.6039999999999994,0.0,0.0,2.837459345170486,0.6278184368645591,0.0,0.0,13.880064125384521,100.17510343635158
4,0.20709336614249205,263.4144472451885,0.0,1.2636658205348856,1.2779491329202983,269.6392980121701,29.0,0.0,541.0,512,False,False,17.0,0.0,29.0,0.06927999999999986,35.0,11.0,0.0,534,0.0,0.06927999999999986,-0.06927999999999986,0.8439999999999992,0.0,-0.06927999999999986,6.005707618132269,3.023186049111483,0.0,0.0,16.67065813001677,257.01501767997115
5,0.07629486386449787,75.06460396487694,0.0,0.4709322012535447,0.48926482779120306,97.36395322584929,27.0,0.0,429.0,402,False,False,24.0,0.0,27.0,0.0,27.0,24.0,0.0,429,0.23472000000000315,0.0,0.23472000000000315,0.5399999999999996,0.0,0.0,2.0599613243414425,0.6068828471339807,0.0,0.0,12.79956006299091,69.27317439965955
6,0.0501820450262938,37.46214483786308,0.0,0.6373311824318565,0.6857825161125604,42.79444169310746,25.0,0.0,418.0,393,False,False,29.0,0.0,25.0,0.0,25.0,29.0,0.0,423,0.3147199999999999,0.0,0.3147199999999999,0.4599999999999995,0.0,0.0,1.254551125657345,0.5809582709114876,0.0,0.0,10.564107377146776,31.830715272645687
7,0.05531651091023845,44.85577571074337,0.0,0.4334261501624974,0.4611768048206244,56.02186164107832,29.0,0.0,438.0,409,False,False,4.0,0.0,29.0,0.0,30.0,3.0,0.0,418,0.17072000000000528,0.0,0.17072000000000528,0.6039999999999994,0.0,0.0,1.604178816396915,0.06409366279518429,0.0,0.0,11.136054981720303,38.936346145525995
8,0.0798974353279566,80.2523068722575,0.0,0.8316735807460848,0.8620073286628838,101.38308233019416,24.0,0.0,591.0,567,False,False,0.0,22.0,24.0,0.0,24.0,0.0,22.0,545,0.4147199999999978,0.0,0.4147199999999978,0.35999999999999965,0.0,0.0,1.9175384478709583,0.0,3.8195376390943774,0.0,13.02442932944179,74.8208773070401
9,0.028803178562723648,23.200000000000003,0.0,0.208911946912256,0.23378241678276268,29.67146810615113,35.0,0.0,523.0,488,False,False,0.0,32.0,35.0,0.20127999999999976,41.0,0.0,38.0,467,0.0,0.20127999999999976,-0.20127999999999976,0.9759999999999991,0.0,-0.20127999999999976,1.0081112496953277,0.0,1.8941766195615284,0.0,8.759236683251261,16.53657043478261
10,0.10783243194320052,120.47870199820876,0.0,0.8844413334038747,0.9061048876130826,130.0111885536749,24.0,0.0,557.0,533,False,False,15.0,0.0,24.0,0.0,28.0,11.0,0.0,548,0.11072000000000662,0.0,0.11072000000000662,0.6639999999999994,0.0,0.0,2.5879783666368126,0.6888948429527431,0.0,0.0,14.272109611288355,114.43927243299139
11,0.2507448206673215,326.27254176094294,0.0,0.5415311366031254,0.5464800531378273,329.01034195132746,24.0,0.0,574.0,550,False,False,4.0,0.0,24.0,0.0,24.0,4.0,0.0,554,0.2707200000000017,0.0,0.2707200000000017,0.5039999999999996,0.0,0.0,6.017875696015716,0.23951730846484304,0.0,0.0,17.328803434965238,320.5531121957256
12,0.09944128765310077,108.39545422046511,0.0,0.6916393276772328,0.7104346485324555,120.41773235977587,34.0,0.0,525.0,491,False,False,8.0,0.0,34.0,0.18927999999999987,41.0,1.0,0.0,509,0.0,0.18927999999999987,-0.18927999999999987,0.9639999999999992,0.0,-0.18927999999999987,3.3810037802054262,0.33400870914471853,0.0,0.0,13.926126679173342,101.75602465524773
13,0.8503340814879176,1189.6810773426014,0.0,5.88719149015736,5.90201221258576,1162.5284689945897,37.0,0.0,486.0,449,False,False,7.0,0.0,37.0,0.15327999999999978,43.0,1.0,0.0,469,0.0,0.15327999999999978,-0.15327999999999978,0.927999999999999,0.0,-0.15327999999999978,31.46236101505295,4.660437645244396,0.0,0.0,21.23278186280395,1183.113647777384
